Loss Train,Loss Test,Accuracy,Precision,Recall
8.416724668608772,2.1296332042041173,0.5539568345323741,0.7543530393076844,0.5539568345323741
3.32999406920539,2.231134679170138,0.5539568345323741,0.7543530393076844,0.5539568345323741
1.4308998717202082,1.6008812386354954,0.4244604316546763,0.2887795027136186,0.4244604316546763
1.1968579689661663,0.9398454435223298,0.6330935251798561,0.7804339205800714,0.6330935251798561
0.9417638182640076,0.9311636209273509,0.6330935251798561,0.7804339205800714,0.6330935251798561
0.9388869603474935,0.9311636209273509,0.6330935251798561,0.7804339205800714,0.6330935251798561
0.8647464646233453,0.852418338223327,0.4316546762589928,0.4308665342547913,0.4316546762589928
0.8694038523568047,0.8366664877469591,0.4748201438848921,0.45955381557306746,0.4748201438848921
0.8378000656763712,0.8314354985737972,0.4316546762589928,0.432410071942446,0.4316546762589928
0.8322732713487413,0.8250575781726152,0.6330935251798561,0.6820250093631388,0.6330935251798561
0.8046886258655124,0.8098833925432438,0.6474820143884892,0.7206607822985309,0.6474820143884892
0.7868279880947537,0.7966549653801129,0.45323741007194246,0.4546762589928058,0.45323741007194246
0.7751547826661004,0.781691428139913,0.49640287769784175,0.49217314210249263,0.49640287769784175
0.7591945264074538,0.7728845925211049,0.60431654676259,0.6164689869725841,0.60431654676259
0.7523651123046875,0.7712880002080108,0.5899280575539568,0.5910353492906609,0.5899280575539568
0.7474987043274773,0.7712880002080108,0.5899280575539568,0.5910353492906609,0.5899280575539568
0.7555757231182523,0.7711905037327637,0.5539568345323741,0.546423175982803,0.5539568345323741
0.7589085102081299,0.7655491871799497,0.5827338129496403,0.5788679072640139,0.5827338129496403
0.7604268590609232,0.7573633770719707,0.6187050359712231,0.6332255296680087,0.6187050359712231
0.7370927664968703,0.7466941885382151,0.60431654676259,0.6131014454491452,0.60431654676259
0.7497382892502679,0.7413159077116054,0.5323741007194245,0.5281377307792321,0.5323741007194245
0.7188432945145501,0.7298355299791843,0.5683453237410072,0.5630362020543993,0.5683453237410072
0.7178676525751749,0.7197643762869801,0.6115107913669064,0.616104039845047,0.6115107913669064
0.6988997062047323,0.7165744090251785,0.6258992805755396,0.641164487764627,0.6258992805755396
0.695066405667199,0.7163473168294207,0.6402877697841727,0.6725762247344982,0.6402877697841727
0.7141293618414137,0.7163473168294207,0.6402877697841727,0.6725762247344982,0.6402877697841727
0.698996365070343,0.7166807966695415,0.5683453237410072,0.5620095967629227,0.5683453237410072
0.709971461031172,0.712122499299564,0.5899280575539568,0.5859230141659869,0.5899280575539568
0.7087042066786025,0.7091630710114678,0.5683453237410072,0.563689110142338,0.5683453237410072
0.7107989854282803,0.7006712997560021,0.6618705035971223,0.7200187675946199,0.6618705035971223
0.7385929226875305,0.7556252361630365,0.6187050359712231,0.7753611064636662,0.6187050359712231
0.7647573351860046,0.7823995526531617,0.6115107913669064,0.7728832318760377,0.6115107913669064
0.7168752484851413,0.6909736650024386,0.6618705035971223,0.7910744575071651,0.6618705035971223
0.7028112146589491,0.7088028621330535,0.49640287769784175,0.5205810471240233,0.49640287769784175
0.6815286874771118,0.6720801744100858,0.6330935251798561,0.6450738568808818,0.6330935251798561
0.664006405406528,0.6720801744100858,0.6330935251798561,0.6450738568808818,0.6330935251798561
0.67082855436537,0.6713479347795034,0.6330935251798561,0.6450738568808818,0.6330935251798561
0.6701682011286417,0.6688300238238821,0.6330935251798561,0.6450738568808818,0.6330935251798561
0.7050324612193637,0.6880898630018715,0.5251798561151079,0.5387414206565782,0.5251798561151079
0.6863673991627164,0.70832258591549,0.5107913669064749,0.5463352090604744,0.5107913669064749
0.6811228262053596,0.6950161461349872,0.5035971223021583,0.5328002406437219,0.5035971223021583
0.6988094647725424,0.6610130041623287,0.60431654676259,0.6091022833906788,0.60431654676259
0.6667784187528822,0.6640886175546715,0.5899280575539568,0.6003392774502203,0.5899280575539568
0.65559764040841,0.6401114358747606,0.6546762589928058,0.6637078029883785,0.6546762589928058
0.6370063424110413,0.6396839500760003,0.6546762589928058,0.6637078029883785,0.6546762589928058
0.6469947497049967,0.6396839500760003,0.6546762589928058,0.6637078029883785,0.6546762589928058
0.6455308927430047,0.640561662346339,0.6474820143884892,0.6538750817527796,0.6474820143884892
0.6393878327475654,0.6374029470004624,0.6402877697841727,0.6493082163839675,0.6402877697841727
0.6602947645717197,0.6388796387816504,0.6546762589928058,0.7267406413851969,0.6546762589928058
0.6546458999315897,0.647311907878025,0.6762589928057554,0.7966585409358464,0.6762589928057554
0.6402150326304965,0.6239485221801044,0.6187050359712231,0.6265360820587228,0.6187050359712231
0.6627616551187303,0.619578134670532,0.6258992805755396,0.634311012728279,0.6258992805755396
0.6286960509088304,0.6225876025587535,0.6618705035971223,0.7325747793373693,0.6618705035971223
0.6216475367546082,0.6163645088672638,0.6330935251798561,0.6650758358595628,0.6330935251798561
0.6270300481054518,0.6144675522399463,0.6402877697841727,0.6466187050359712,0.6402877697841727
0.6135816971460978,0.6144675522399463,0.6402877697841727,0.6466187050359712,0.6402877697841727
0.6151485972934299,0.6167965286927257,0.6690647482014388,0.6711145422237602,0.6690647482014388
0.6302764813105265,0.6139549803819587,0.6330935251798561,0.6586946658889105,0.6330935251798561
0.6430819498168098,0.611030028878356,0.6474820143884892,0.6873466509297668,0.6474820143884892
0.6363366312450833,0.6090447690418298,0.6546762589928058,0.703117505995204,0.6546762589928058
0.6478060616387261,0.6778702787358126,0.5107913669064749,0.5679008916418988,0.5107913669064749
0.6691596110661825,0.6974603812471568,0.45323741007194246,0.47565253582258155,0.45323741007194246
0.6220363842116462,0.6097033769964314,0.697841726618705,0.6971824810013275,0.697841726618705
0.6153654985957675,0.649065247435364,0.6546762589928058,0.788349965189139,0.6546762589928058
0.6330255270004272,0.59490732837924,0.6546762589928058,0.6610182237485274,0.6546762589928058
0.5992515881856283,0.59490732837924,0.6546762589928058,0.6610182237485274,0.6546762589928058
0.6082771884070503,0.5989665980819318,0.6762589928057554,0.6768054320588474,0.6762589928057554
0.5994425614674886,0.5943118822660377,0.6402877697841727,0.6608476659532588,0.6402877697841727
0.6015152997440762,0.5915122448111609,0.6474820143884892,0.6516353927167544,0.6474820143884892
0.6318259835243225,0.6089489727997951,0.697841726618705,0.8053895866357761,0.697841726618705
0.6120720439487033,0.5844196934494184,0.6474820143884892,0.6565732302120784,0.6474820143884892
0.5838083492385017,0.6177063301312837,0.60431654676259,0.6259646827992151,0.60431654676259
0.601370288266076,0.5808385593428028,0.6546762589928058,0.6587892476716302,0.6546762589928058
0.5867298046747843,0.5791823675306581,0.6618705035971223,0.6680634873544464,0.6618705035971223
0.579699370596144,0.5788765022222945,0.6474820143884892,0.6565732302120784,0.6474820143884892
0.5801232655843099,0.5788765022222945,0.6474820143884892,0.6565732302120784,0.6474820143884892
0.5783062477906545,0.5795275322396121,0.6546762589928058,0.6587892476716302,0.6546762589928058
0.5908568998177847,0.57822205887424,0.6618705035971223,0.6874033483493578,0.6618705035971223
0.5887578825155894,0.5788965692623056,0.6762589928057554,0.7220331842634001,0.6762589928057554
0.5942484868897332,0.5739444001115483,0.6546762589928058,0.6587892476716302,0.6546762589928058
0.6127693321969774,0.5914729649214436,0.6906474820143885,0.6954957772912105,0.6906474820143885
0.5947648419274224,0.6119401493518473,0.6402877697841727,0.6861977458706247,0.6402877697841727
0.6045733359124925,0.6315417864339815,0.5683453237410072,0.6281033425686635,0.5683453237410072
0.6254520747396681,0.5733139186883144,0.6690647482014388,0.7260431654676258,0.6690647482014388
0.5772377649943033,0.5763143240976677,0.7050359712230215,0.7043100459391523,0.7050359712230215
0.5906810164451599,0.5763143240976677,0.7050359712230215,0.7043100459391523,0.7050359712230215
0.5754214889473386,0.5775657594203949,0.6762589928057554,0.7578496643244845,0.6762589928057554
0.5846175220277574,0.5831680891753959,0.6834532374100719,0.7791732715522497,0.6834532374100719
0.599979301293691,0.6078165540163466,0.6834532374100719,0.7995203836930455,0.6834532374100719
0.6024342676003774,0.5917564641228683,0.6906474820143885,0.8024303246478447,0.6906474820143885
0.6078507006168365,0.5597639362589061,0.6690647482014388,0.6807969009407858,0.6690647482014388
0.6097212566269768,0.659787705047525,0.5251798561151079,0.6184534889570861,0.5251798561151079
0.627642465962304,0.5751605569887505,0.6762589928057554,0.6767341127098321,0.6762589928057554
0.5797319975164201,0.5702143626676189,0.697841726618705,0.7870417309330946,0.697841726618705
0.5614791313807169,0.5598791378865139,0.6690647482014388,0.6697499143542308,0.6690647482014388
0.5610683361689249,0.5598791378865139,0.6690647482014388,0.6697499143542308,0.6690647482014388
0.5573024087482028,0.5573661576072089,0.6762589928057554,0.7006871813473591,0.6762589928057554
0.5720267130268945,0.5547421756837008,0.6618705035971223,0.6707288714482958,0.6618705035971223
0.5821464591556125,0.574946326317547,0.7338129496402878,0.7368155185876154,0.7338129496402878
0.5689621203475528,0.5585517797538703,0.697841726618705,0.7592497430626927,0.697841726618705
